AMBITO_NOMBRE,EMBALSE_NOMBRE,FECHA,AGUA_TOTAL,AGUA_ACTUAL,ELECTRICO_FLAG
"Miño - Sil","Bao","08/08/95 00:00:00","238,00","194,00",1
"Miño - Sil","Bao","08/15/95 00:00:00","238,00","196,00",1
"Miño - Sil","Bao","08/22/95 00:00:00","238,00","195,00",1
"Miño - Sil","Bao","08/29/95 00:00:00","238,00","185,00",1
"Miño - Sil","Bao","09/05/95 00:00:00","238,00","185,00",1
"Miño - Sil","Bao","09/12/95 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","09/19/95 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","09/26/95 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","10/03/95 00:00:00","238,00","146,00",1
"Miño - Sil","Bao","10/10/95 00:00:00","238,00","145,00",1
"Miño - Sil","Bao","10/17/95 00:00:00","238,00","140,00",1
"Miño - Sil","Bao","10/24/95 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","10/31/95 00:00:00","238,00","124,00",1
"Miño - Sil","Bao","11/07/95 00:00:00","238,00","120,00",1
"Miño - Sil","Bao","11/14/95 00:00:00","238,00","119,00",1
"Miño - Sil","Bao","11/21/95 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","11/28/95 00:00:00","238,00","149,00",1
"Miño - Sil","Bao","12/05/95 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","12/12/95 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","12/19/95 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","12/26/95 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","01/02/96 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","01/09/96 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","01/16/96 00:00:00","238,00","218,00",1
"Miño - Sil","Bao","01/23/96 00:00:00","238,00","205,00",1
"Miño - Sil","Bao","01/30/96 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","02/06/96 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","02/13/96 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","02/20/96 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","02/27/96 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","03/05/96 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","03/12/96 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","03/19/96 00:00:00","238,00","184,00",1
"Miño - Sil","Bao","03/26/96 00:00:00","238,00","190,00",1
"Miño - Sil","Bao","04/02/96 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","04/09/96 00:00:00","238,00","209,00",1
"Miño - Sil","Bao","04/16/96 00:00:00","238,00","211,00",1
"Miño - Sil","Bao","04/23/96 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","04/30/96 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","05/07/96 00:00:00","238,00","195,00",1
"Miño - Sil","Bao","05/14/96 00:00:00","238,00","190,00",1
"Miño - Sil","Bao","05/21/96 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","05/28/96 00:00:00","238,00","185,00",1
"Miño - Sil","Bao","06/04/96 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","06/11/96 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","06/18/96 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","06/25/96 00:00:00","238,00","148,00",1
"Miño - Sil","Bao","07/02/96 00:00:00","238,00","146,00",1
"Miño - Sil","Bao","07/09/96 00:00:00","238,00","141,00",1
"Miño - Sil","Bao","07/16/96 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","07/23/96 00:00:00","238,00","126,00",1
"Miño - Sil","Bao","07/30/96 00:00:00","238,00","117,00",1
"Miño - Sil","Bao","08/06/96 00:00:00","238,00","115,00",1
"Miño - Sil","Bao","08/13/96 00:00:00","238,00","114,00",1
"Miño - Sil","Bao","08/20/96 00:00:00","238,00","110,00",1
"Miño - Sil","Bao","08/27/96 00:00:00","238,00","106,00",1
"Miño - Sil","Bao","09/03/96 00:00:00","238,00","105,00",1
"Miño - Sil","Bao","09/10/96 00:00:00","238,00","106,00",1
"Miño - Sil","Bao","09/17/96 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","09/24/96 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","10/01/96 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","10/08/96 00:00:00","238,00","199,00",1
"Miño - Sil","Bao","10/15/96 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","10/22/96 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","10/29/96 00:00:00","238,00","160,00",1
"Miño - Sil","Bao","11/05/96 00:00:00","238,00","148,00",1
"Miño - Sil","Bao","11/12/96 00:00:00","238,00","137,00",1
"Miño - Sil","Bao","11/19/96 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","11/26/96 00:00:00","238,00","145,00",1
"Miño - Sil","Bao","12/03/96 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","12/10/96 00:00:00","238,00","163,00",1
"Miño - Sil","Bao","12/17/96 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","12/24/96 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","12/31/96 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","01/07/97 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","01/14/97 00:00:00","238,00","175,00",1
"Miño - Sil","Bao","01/21/97 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","01/28/97 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","02/04/97 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","02/11/97 00:00:00","238,00","165,00",1
"Miño - Sil","Bao","02/18/97 00:00:00","238,00","163,00",1
"Miño - Sil","Bao","02/25/97 00:00:00","238,00","160,00",1
"Miño - Sil","Bao","03/04/97 00:00:00","238,00","152,00",1
"Miño - Sil","Bao","03/11/97 00:00:00","238,00","144,00",1
"Miño - Sil","Bao","03/18/97 00:00:00","238,00","134,00",1
"Miño - Sil","Bao","03/25/97 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","04/01/97 00:00:00","238,00","124,00",1
"Miño - Sil","Bao","04/08/97 00:00:00","238,00","118,00",1
"Miño - Sil","Bao","04/15/97 00:00:00","238,00","119,00",1
"Miño - Sil","Bao","04/22/97 00:00:00","238,00","117,00",1
"Miño - Sil","Bao","04/29/97 00:00:00","238,00","120,00",1
"Miño - Sil","Bao","05/06/97 00:00:00","238,00","124,00",1
"Miño - Sil","Bao","05/13/97 00:00:00","238,00","125,00",1
"Miño - Sil","Bao","05/20/97 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","05/27/97 00:00:00","238,00","136,00",1
"Miño - Sil","Bao","06/03/97 00:00:00","238,00","145,00",1
"Miño - Sil","Bao","06/10/97 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","06/17/97 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","06/24/97 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","07/01/97 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","07/08/97 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","07/15/97 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","07/22/97 00:00:00","238,00","196,00",1
"Miño - Sil","Bao","07/29/97 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","08/05/97 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","08/12/97 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","08/19/97 00:00:00","238,00","149,00",1
"Miño - Sil","Bao","08/26/97 00:00:00","238,00","134,00",1
"Miño - Sil","Bao","09/02/97 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","09/09/97 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","09/16/97 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","09/23/97 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","09/30/97 00:00:00","238,00","126,00",1
"Miño - Sil","Bao","10/07/97 00:00:00","238,00","126,00",1
"Miño - Sil","Bao","10/14/97 00:00:00","238,00","126,00",1
"Miño - Sil","Bao","10/21/97 00:00:00","238,00","132,00",1
"Miño - Sil","Bao","10/28/97 00:00:00","238,00","137,00",1
"Miño - Sil","Bao","11/04/97 00:00:00","238,00","145,00",1
"Miño - Sil","Bao","11/11/97 00:00:00","238,00","155,00",1
"Miño - Sil","Bao","11/18/97 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","11/25/97 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","12/02/97 00:00:00","238,00","185,00",1
"Miño - Sil","Bao","12/09/97 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","12/16/97 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","12/23/97 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","12/30/97 00:00:00","238,00","184,00",1
"Miño - Sil","Bao","01/06/98 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","01/13/98 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","01/20/98 00:00:00","238,00","214,00",1
"Miño - Sil","Bao","01/27/98 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","02/03/98 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","02/10/98 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","02/17/98 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","02/24/98 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","03/03/98 00:00:00","238,00","141,00",1
"Miño - Sil","Bao","03/10/98 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","03/17/98 00:00:00","238,00","134,00",1
"Miño - Sil","Bao","03/24/98 00:00:00","238,00","136,00",1
"Miño - Sil","Bao","03/31/98 00:00:00","238,00","137,00",1
"Miño - Sil","Bao","04/07/98 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","04/14/98 00:00:00","238,00","175,00",1
"Miño - Sil","Bao","04/21/98 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","04/28/98 00:00:00","238,00","215,00",1
"Miño - Sil","Bao","05/05/98 00:00:00","238,00","226,00",1
"Miño - Sil","Bao","05/12/98 00:00:00","238,00","222,00",1
"Miño - Sil","Bao","05/19/98 00:00:00","238,00","217,00",1
"Miño - Sil","Bao","05/26/98 00:00:00","238,00","229,00",1
"Miño - Sil","Bao","06/02/98 00:00:00","238,00","231,00",1
"Miño - Sil","Bao","06/09/98 00:00:00","238,00","232,00",1
"Miño - Sil","Bao","06/16/98 00:00:00","238,00","229,00",1
"Miño - Sil","Bao","06/23/98 00:00:00","238,00","222,00",1
"Miño - Sil","Bao","06/30/98 00:00:00","238,00","217,00",1
"Miño - Sil","Bao","07/07/98 00:00:00","238,00","224,00",1
"Miño - Sil","Bao","07/14/98 00:00:00","238,00","225,00",1
"Miño - Sil","Bao","07/21/98 00:00:00","238,00","223,00",1
"Miño - Sil","Bao","07/28/98 00:00:00","238,00","221,00",1
"Miño - Sil","Bao","08/04/98 00:00:00","238,00","223,00",1
"Miño - Sil","Bao","08/11/98 00:00:00","238,00","220,00",1
"Miño - Sil","Bao","08/18/98 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","08/25/98 00:00:00","238,00","202,00",1
"Miño - Sil","Bao","09/01/98 00:00:00","238,00","194,00",1
"Miño - Sil","Bao","09/08/98 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","09/15/98 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","09/22/98 00:00:00","238,00","144,00",1
"Miño - Sil","Bao","09/29/98 00:00:00","238,00","134,00",1
"Miño - Sil","Bao","10/06/98 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","10/13/98 00:00:00","238,00","118,00",1
"Miño - Sil","Bao","10/20/98 00:00:00","238,00","112,00",1
"Miño - Sil","Bao","10/27/98 00:00:00","238,00","105,00",1
"Miño - Sil","Bao","11/03/98 00:00:00","238,00","104,00",1
"Miño - Sil","Bao","11/10/98 00:00:00","238,00","106,00",1
"Miño - Sil","Bao","11/17/98 00:00:00","238,00","107,00",1
"Miño - Sil","Bao","11/24/98 00:00:00","238,00","108,00",1
"Miño - Sil","Bao","12/01/98 00:00:00","238,00","110,00",1
"Miño - Sil","Bao","12/08/98 00:00:00","238,00","114,00",1
"Miño - Sil","Bao","12/15/98 00:00:00","238,00","116,00",1
"Miño - Sil","Bao","12/22/98 00:00:00","238,00","118,00",1
"Miño - Sil","Bao","12/29/98 00:00:00","238,00","119,00",1
"Miño - Sil","Bao","01/05/99 00:00:00","238,00","121,00",1
"Miño - Sil","Bao","01/12/99 00:00:00","238,00","123,00",1
"Miño - Sil","Bao","01/19/99 00:00:00","238,00","124,00",1
"Miño - Sil","Bao","01/26/99 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","02/02/99 00:00:00","238,00","132,00",1
"Miño - Sil","Bao","02/09/99 00:00:00","238,00","132,00",1
"Miño - Sil","Bao","02/16/99 00:00:00","238,00","132,00",1
"Miño - Sil","Bao","02/23/99 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","03/02/99 00:00:00","238,00","138,00",1
"Miño - Sil","Bao","03/09/99 00:00:00","238,00","144,00",1
"Miño - Sil","Bao","03/16/99 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","03/23/99 00:00:00","238,00","160,00",1
"Miño - Sil","Bao","03/30/99 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","04/06/99 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","04/13/99 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","04/20/99 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","04/27/99 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","05/04/99 00:00:00","238,00","195,00",1
"Miño - Sil","Bao","05/11/99 00:00:00","238,00","205,00",1
"Miño - Sil","Bao","05/18/99 00:00:00","238,00","215,00",1
"Miño - Sil","Bao","05/25/99 00:00:00","238,00","218,00",1
"Miño - Sil","Bao","06/01/99 00:00:00","238,00","217,00",1
"Miño - Sil","Bao","06/08/99 00:00:00","238,00","221,00",1
"Miño - Sil","Bao","06/15/99 00:00:00","238,00","213,00",1
"Miño - Sil","Bao","06/22/99 00:00:00","238,00","212,00",1
"Miño - Sil","Bao","06/29/99 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","07/06/99 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","07/13/99 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","07/20/99 00:00:00","238,00","204,00",1
"Miño - Sil","Bao","07/27/99 00:00:00","238,00","198,00",1
"Miño - Sil","Bao","08/03/99 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","08/10/99 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","08/17/99 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","08/24/99 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","08/31/99 00:00:00","238,00","194,00",1
"Miño - Sil","Bao","09/07/99 00:00:00","238,00","195,00",1
"Miño - Sil","Bao","09/14/99 00:00:00","238,00","195,00",1
"Miño - Sil","Bao","09/21/99 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","09/28/99 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","10/05/99 00:00:00","238,00","198,00",1
"Miño - Sil","Bao","10/12/99 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","10/19/99 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","10/26/99 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","11/02/99 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","11/09/99 00:00:00","238,00","175,00",1
"Miño - Sil","Bao","11/16/99 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","11/23/99 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","11/30/99 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","12/07/99 00:00:00","238,00","165,00",1
"Miño - Sil","Bao","12/14/99 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","12/21/99 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","12/28/99 00:00:00","238,00","178,00",1
"Miño - Sil","Bao","01/04/00 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","01/11/00 00:00:00","238,00","183,00",1
"Miño - Sil","Bao","01/18/00 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","01/25/00 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","02/01/00 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","02/08/00 00:00:00","238,00","158,00",1
"Miño - Sil","Bao","02/15/00 00:00:00","238,00","155,00",1
"Miño - Sil","Bao","02/22/00 00:00:00","238,00","158,00",1
"Miño - Sil","Bao","02/29/00 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","03/07/00 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","03/14/00 00:00:00","238,00","160,00",1
"Miño - Sil","Bao","03/21/00 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","03/28/00 00:00:00","238,00","178,00",1
"Miño - Sil","Bao","04/04/00 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","04/11/00 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","04/18/00 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","04/25/00 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","05/02/00 00:00:00","238,00","212,00",1
"Miño - Sil","Bao","05/09/00 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","05/16/00 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","05/23/00 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","05/30/00 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","06/06/00 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","06/13/00 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","06/20/00 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","06/27/00 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","07/04/00 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","07/11/00 00:00:00","238,00","168,00",1
"Miño - Sil","Bao","07/18/00 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","07/25/00 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","08/01/00 00:00:00","238,00","163,00",1
"Miño - Sil","Bao","08/08/00 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","08/15/00 00:00:00","238,00","150,00",1
"Miño - Sil","Bao","08/22/00 00:00:00","238,00","138,00",1
"Miño - Sil","Bao","08/29/00 00:00:00","238,00","126,00",1
"Miño - Sil","Bao","09/05/00 00:00:00","238,00","118,00",1
"Miño - Sil","Bao","09/12/00 00:00:00","238,00","137,00",1
"Miño - Sil","Bao","09/19/00 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","09/26/00 00:00:00","238,00","152,00",1
"Miño - Sil","Bao","10/03/00 00:00:00","238,00","149,00",1
"Miño - Sil","Bao","10/10/00 00:00:00","238,00","165,00",1
"Miño - Sil","Bao","10/17/00 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","10/24/00 00:00:00","238,00","204,00",1
"Miño - Sil","Bao","10/31/00 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","11/07/00 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","11/14/00 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","11/21/00 00:00:00","238,00","184,00",1
"Miño - Sil","Bao","11/28/00 00:00:00","238,00","198,00",1
"Miño - Sil","Bao","12/05/00 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","12/12/00 00:00:00","238,00","222,00",1
"Miño - Sil","Bao","12/19/00 00:00:00","238,00","219,00",1
"Miño - Sil","Bao","12/26/00 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","01/02/01 00:00:00","238,00","216,00",1
"Miño - Sil","Bao","01/09/01 00:00:00","238,00","217,00",1
"Miño - Sil","Bao","01/16/01 00:00:00","238,00","218,00",1
"Miño - Sil","Bao","01/23/01 00:00:00","238,00","221,00",1
"Miño - Sil","Bao","01/30/01 00:00:00","238,00","218,00",1
"Miño - Sil","Bao","02/06/01 00:00:00","238,00","221,00",1
"Miño - Sil","Bao","02/13/01 00:00:00","238,00","220,00",1
"Miño - Sil","Bao","02/20/01 00:00:00","238,00","219,00",1
"Miño - Sil","Bao","02/27/01 00:00:00","238,00","225,00",1
"Miño - Sil","Bao","03/06/01 00:00:00","238,00","223,00",1
"Miño - Sil","Bao","03/13/01 00:00:00","238,00","221,00",1
"Miño - Sil","Bao","03/20/01 00:00:00","238,00","219,00",1
"Miño - Sil","Bao","03/27/01 00:00:00","238,00","223,00",1
"Miño - Sil","Bao","04/03/01 00:00:00","238,00","224,00",1
"Miño - Sil","Bao","04/10/01 00:00:00","238,00","219,00",1
"Miño - Sil","Bao","04/17/01 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","04/24/01 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","05/01/01 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","05/08/01 00:00:00","238,00","198,00",1
"Miño - Sil","Bao","05/15/01 00:00:00","238,00","204,00",1
"Miño - Sil","Bao","05/22/01 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","05/29/01 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","06/05/01 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","06/12/01 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","06/19/01 00:00:00","238,00","190,00",1
"Miño - Sil","Bao","06/26/01 00:00:00","238,00","222,00",1
"Miño - Sil","Bao","07/03/01 00:00:00","238,00","216,00",1
"Miño - Sil","Bao","07/10/01 00:00:00","238,00","211,00",1
"Miño - Sil","Bao","07/17/01 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","07/24/01 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","07/31/01 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","08/07/01 00:00:00","238,00","162,00",1
"Miño - Sil","Bao","08/14/01 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","08/21/01 00:00:00","238,00","163,00",1
"Miño - Sil","Bao","08/28/01 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","09/04/01 00:00:00","238,00","183,00",1
"Miño - Sil","Bao","09/11/01 00:00:00","238,00","198,00",1
"Miño - Sil","Bao","09/18/01 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","09/25/01 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","10/02/01 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","10/09/01 00:00:00","238,00","178,00",1
"Miño - Sil","Bao","10/16/01 00:00:00","238,00","162,00",1
"Miño - Sil","Bao","10/23/01 00:00:00","238,00","162,00",1
"Miño - Sil","Bao","10/30/01 00:00:00","238,00","163,00",1
"Miño - Sil","Bao","11/06/01 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","11/13/01 00:00:00","238,00","153,00",1
"Miño - Sil","Bao","11/20/01 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","11/27/01 00:00:00","238,00","147,00",1
"Miño - Sil","Bao","12/04/01 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","12/11/01 00:00:00","238,00","132,00",1
"Miño - Sil","Bao","12/18/01 00:00:00","238,00","133,00",1
"Miño - Sil","Bao","12/25/01 00:00:00","238,00","122,00",1
"Miño - Sil","Bao","01/01/02 00:00:00","238,00","117,00",1
"Miño - Sil","Bao","01/08/02 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","01/15/02 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","01/22/02 00:00:00","238,00","123,00",1
"Miño - Sil","Bao","01/29/02 00:00:00","238,00","118,00",1
"Miño - Sil","Bao","02/05/02 00:00:00","238,00","116,00",1
"Miño - Sil","Bao","02/12/02 00:00:00","238,00","115,00",1
"Miño - Sil","Bao","02/19/02 00:00:00","238,00","120,00",1
"Miño - Sil","Bao","02/26/02 00:00:00","238,00","136,00",1
"Miño - Sil","Bao","03/05/02 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","03/12/02 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","03/19/02 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","03/26/02 00:00:00","238,00","178,00",1
"Miño - Sil","Bao","04/02/02 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","04/09/02 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","04/16/02 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","04/23/02 00:00:00","238,00","160,00",1
"Miño - Sil","Bao","04/30/02 00:00:00","238,00","140,00",1
"Miño - Sil","Bao","05/07/02 00:00:00","238,00","123,00",1
"Miño - Sil","Bao","05/14/02 00:00:00","238,00","127,00",1
"Miño - Sil","Bao","05/21/02 00:00:00","238,00","121,00",1
"Miño - Sil","Bao","05/28/02 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","06/04/02 00:00:00","238,00","148,00",1
"Miño - Sil","Bao","06/11/02 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","06/18/02 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","06/25/02 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","07/02/02 00:00:00","238,00","155,00",1
"Miño - Sil","Bao","07/09/02 00:00:00","238,00","141,00",1
"Miño - Sil","Bao","07/16/02 00:00:00","238,00","132,00",1
"Miño - Sil","Bao","07/23/02 00:00:00","238,00","124,00",1
"Miño - Sil","Bao","07/30/02 00:00:00","238,00","127,00",1
"Miño - Sil","Bao","08/06/02 00:00:00","238,00","125,00",1
"Miño - Sil","Bao","08/13/02 00:00:00","238,00","117,00",1
"Miño - Sil","Bao","08/20/02 00:00:00","238,00","124,00",1
"Miño - Sil","Bao","08/27/02 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","09/03/02 00:00:00","238,00","118,00",1
"Miño - Sil","Bao","09/10/02 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","09/17/02 00:00:00","238,00","140,00",1
"Miño - Sil","Bao","09/24/02 00:00:00","238,00","137,00",1
"Miño - Sil","Bao","10/01/02 00:00:00","238,00","133,00",1
"Miño - Sil","Bao","10/08/02 00:00:00","238,00","132,00",1
"Miño - Sil","Bao","10/15/02 00:00:00","238,00","121,00",1
"Miño - Sil","Bao","10/22/02 00:00:00","238,00","122,00",1
"Miño - Sil","Bao","10/29/02 00:00:00","238,00","134,00",1
"Miño - Sil","Bao","11/05/02 00:00:00","238,00","147,00",1
"Miño - Sil","Bao","11/12/02 00:00:00","238,00","157,00",1
"Miño - Sil","Bao","11/19/02 00:00:00","238,00","158,00",1
"Miño - Sil","Bao","11/26/02 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","12/03/02 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","12/10/02 00:00:00","238,00","194,00",1
"Miño - Sil","Bao","12/17/02 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","12/24/02 00:00:00","238,00","190,00",1
"Miño - Sil","Bao","12/31/02 00:00:00","238,00","221,00",1
"Miño - Sil","Bao","01/07/03 00:00:00","238,00","217,00",1
"Miño - Sil","Bao","01/14/03 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","01/21/03 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","01/28/03 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","02/04/03 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","02/11/03 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","02/18/03 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","02/25/03 00:00:00","238,00","175,00",1
"Miño - Sil","Bao","03/04/03 00:00:00","238,00","184,00",1
"Miño - Sil","Bao","03/11/03 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","03/18/03 00:00:00","238,00","212,00",1
